,index,avg,name
2790,2015-01,81420.46538,AR
2791,2015-02,81573.78846,AR
2792,2015-03,81684.99232,AR
2793,2015-04,81852.29446,AR
2794,2015-05,81975.53244,AR
2795,2015-06,82214.66286,AR
2796,2015-07,82408.71103,AR
2797,2015-08,82758.87146,AR
2798,2015-09,82892.51977,AR
2799,2015-10,83021.67293,AR
2800,2015-11,83114.82772,AR
2801,2015-12,83098.7444,AR
2802,2016-01,83293.77509,AR
2803,2016-02,83652.41513,AR
2804,2016-03,83945.50916,AR
2805,2016-04,84198.0989,AR
2806,2016-05,84366.13894,AR
2807,2016-06,84638.97628,AR
2808,2016-07,84943.79781,AR
2809,2016-08,85141.35519,AR
2810,2016-09,85344.40801,AR
2811,2016-10,85503.09818,AR
2812,2016-11,85795.84364,AR
2813,2016-12,86016.83514,AR
2814,2017-01,86240.96203,AR
2815,2017-02,86461.96926,AR
2816,2017-03,86719.21338,AR
2817,2017-04,86986.33574,AR
2818,2017-05,87212.98205,AR
2819,2017-06,87422.39714,AR
2820,2017-07,87985.6738,AR
2821,2017-08,88372.33868,AR
2822,2017-09,88618.71708,AR
2823,2017-10,88828.60317,AR
2824,2017-11,89035.78836,AR
2825,2017-12,89315.13757,AR
2826,2018-01,89685.73192,AR
2827,2018-02,90140.1552,AR
2828,2018-03,90595.67196,AR
2829,2018-04,91003.44444,AR
2830,2018-05,91338.50265,AR
2831,2018-06,91617.08466,AR
2832,2018-07,91889.01764,AR
2833,2018-08,92107.90476,AR
2834,2018-09,92333.65785,AR
2835,2018-10,92524.81834,AR
2836,2018-11,92793.2381,AR
2837,2018-12,93155.30335,AR
2838,2019-01,93558.24868,AR
2839,2019-02,93985.92416,AR
2840,2019-03,94401.1358,AR
2841,2019-04,94832.33686,AR
2842,2019-05,95217.44092,AR
2843,2019-06,95590.72663,AR
2844,2019-07,95881.47795,AR
2845,2019-08,96190.18695,AR
2846,2019-09,96483.98413,AR
2847,2019-10,96832.44268,AR
2848,2019-11,96970.88183,AR
2849,2019-12,97107.01587,AR
2850,1996-04,106120.9367,NC
2851,1996-05,106689.6106,NC
2852,1996-06,107437.9388,NC
2853,1996-07,108267.1412,NC
2854,1996-08,108216.9433,NC
2855,1996-09,108644.9944,NC
2856,1996-10,108343.5137,NC
2857,1996-11,108676.7014,NC
2858,1996-12,108995.2787,NC
2859,1997-01,109609.9508,NC
2860,1997-02,111060.912,NC
2861,1997-03,111506.0984,NC
2862,1997-04,111879.7895,NC
2863,1997-05,112369.9108,NC
2864,1997-06,113191.3525,NC
2865,1997-07,113739.4804,NC
2866,1997-08,114103.285,NC
2867,1997-09,114604.2196,NC
2868,1997-10,115175.9418,NC
2869,1997-11,115703.26,NC
2870,1997-12,116043.3741,NC
2871,1998-01,116925.1079,NC
2872,1998-02,116797.0516,NC
2873,1998-03,116786.3202,NC
2874,1998-04,116993.6567,NC
2875,1998-05,117313.2844,NC
2876,1998-06,117756.8124,NC
2877,1998-07,118314.6902,NC
2878,1998-08,118396.2127,NC
2879,1998-09,118257.1119,NC
2880,1998-10,118969.1556,NC
2881,1998-11,119467.8429,NC
2882,1998-12,119814.0509,NC
2883,1999-01,120165.5254,NC
2884,1999-02,120166.0811,NC
2885,1999-03,120309.2904,NC
2886,1999-04,119925.1598,NC
2887,1999-05,120679.6843,NC
2888,1999-06,120983.0798,NC
2889,1999-07,123237.1021,NC
2890,1999-08,123864.4917,NC
2891,1999-09,124448.0757,NC
2892,1999-10,124386.496,NC
2893,1999-11,124863.6398,NC
2894,1999-12,125382.8229,NC
2895,2000-01,125820.2616,NC
2896,2000-02,126233.9195,NC
2897,2000-03,126226.34,NC
2898,2000-04,125890.7984,NC
2899,2000-05,126065.5472,NC
2900,2000-06,126451.1824,NC
2901,2000-07,126839.4717,NC
2902,2000-08,127327.7911,NC
2903,2000-09,127845.4178,NC
2904,2000-10,128063.8247,NC
2905,2000-11,128773.9942,NC
2906,2000-12,129110.8585,NC
2907,2001-01,129654.1848,NC
2908,2001-02,129978.7757,NC
2909,2001-03,130333.7008,NC
2910,2001-04,130544.8106,NC
2911,2001-05,130853.5047,NC
2912,2001-06,130764.9605,NC
2913,2001-07,130871.815,NC
2914,2001-08,131311.3327,NC
2915,2001-09,131604.4852,NC
2916,2001-10,132044.4296,NC
2917,2001-11,132315.7389,NC
2918,2001-12,132614.6926,NC
2919,2002-01,132904.3389,NC
2920,2002-02,133287.7856,NC
2921,2002-03,133504.8189,NC
2922,2002-04,133621.024,NC
2923,2002-05,133862.0037,NC
2924,2002-06,134133.0702,NC
2925,2002-07,134506.8614,NC
2926,2002-08,134784.072,NC
2927,2002-09,134881.7574,NC
2928,2002-10,135122.2,NC
2929,2002-11,135435.0751,NC
2930,2002-12,135776.3004,NC
2931,2003-01,136146.9817,NC
2932,2003-02,136427.6905,NC
2933,2003-03,138612.5773,NC
2934,2003-04,138751.4704,NC
2935,2003-05,138788.7209,NC
2936,2003-06,139058.1163,NC
2937,2003-07,139351.9376,NC
2938,2003-08,139943.5071,NC
2939,2003-09,140422.1548,NC
2940,2003-10,140987.9342,NC
2941,2003-11,141697.5524,NC
2942,2003-12,142234.1545,NC
2943,2004-01,142674.8981,NC
2944,2004-02,143125.7923,NC
2945,2004-03,144071.5771,NC
2946,2004-04,144350.4755,NC
2947,2004-05,144702.6971,NC
2948,2004-06,145143.1861,NC
2949,2004-07,145685.1574,NC
2950,2004-08,146246.3716,NC
2951,2004-09,146927.0845,NC
2952,2004-10,147648.049,NC
2953,2004-11,148165.7997,NC
2954,2004-12,148967.266,NC
2955,2005-01,148684.7378,NC
2956,2005-02,149707.3539,NC
2957,2005-03,149332.4692,NC
2958,2005-04,149792.6833,NC
2959,2005-05,150784.806,NC
2960,2005-06,151021.6382,NC
2961,2005-07,152056.8739,NC
2962,2005-08,153437.918,NC
2963,2005-09,154454.5255,NC
2964,2005-10,155696.0975,NC
2965,2005-11,156772.8227,NC
2966,2005-12,157838.0305,NC
2967,2006-01,158698.6145,NC
2968,2006-02,159647.9913,NC
2969,2006-03,160293.5014,NC
2970,2006-04,161199.2095,NC
2971,2006-05,162163.2222,NC
2972,2006-06,163209.0519,NC
2973,2006-07,164331.1126,NC
2974,2006-08,165471.4444,NC
2975,2006-09,166546.2158,NC
2976,2006-10,167512.7367,NC
2977,2006-11,168281.1223,NC
2978,2006-12,168938.2525,NC
2979,2007-01,169693.1851,NC
2980,2007-02,170225.3252,NC
2981,2007-03,170680.5007,NC
2982,2007-04,171242.8598,NC
2983,2007-05,171764.8186,NC
2984,2007-06,172316.12,NC
2985,2007-07,172603.3652,NC
2986,2007-08,173095.4422,NC
2987,2007-09,173434.7832,NC
2988,2007-10,173741.0599,NC
2989,2007-11,174022.1969,NC
2990,2007-12,174244.7803,NC
2991,2008-01,172850.2328,NC
2992,2008-02,172285.5517,NC
2993,2008-03,172196.8198,NC
2994,2008-04,172024.845,NC
2995,2008-05,171588.1588,NC
2996,2008-06,171024.114,NC
2997,2008-07,170513.4214,NC
2998,2008-08,169866.9431,NC
2999,2008-09,169187.6302,NC
3000,2008-10,168576.2393,NC
3001,2008-11,167639.8014,NC
3002,2008-12,166940.2414,NC
3003,2009-01,166118.7692,NC
3004,2009-02,165500.8038,NC
3005,2009-03,164891.2356,NC
3006,2009-04,164165.4288,NC
3007,2009-05,163211.3438,NC
3008,2009-06,162215.2877,NC
3009,2009-07,161251.9589,NC
3010,2009-08,160114.4172,NC
3011,2009-09,159211.8276,NC
3012,2009-10,158451.7469,NC
3013,2009-11,157965.1557,NC
3014,2009-12,157320.7408,NC
3015,2010-01,156429.212,NC
3016,2010-02,155900.1236,NC
3017,2010-03,155517.3302,NC
3018,2010-04,155314.0652,NC
3019,2010-05,155150.3438,NC
3020,2010-06,154892.0666,NC
3021,2010-07,154382.2609,NC
3022,2010-08,153721.7188,NC
3023,2010-09,153005.803,NC
3024,2010-10,152173.4708,NC
3025,2010-11,151492.1194,NC
3026,2010-12,150789.4695,NC
3027,2011-01,149582.3548,NC
3028,2011-02,148963.2811,NC
3029,2011-03,148334.9545,NC
3030,2011-04,147654.5181,NC
3031,2011-05,147026.9505,NC
3032,2011-06,146451.5334,NC
3033,2011-07,146013.4532,NC
3034,2011-08,145459.6662,NC
3035,2011-09,145089.4693,NC
3036,2011-10,144575.928,NC
3037,2011-11,144042.1413,NC
3038,2011-12,143444.3187,NC
3039,2012-01,142942.0412,NC
3040,2012-02,142519.9615,NC
3041,2012-03,142372.4125,NC
3042,2012-04,142393.0584,NC
3043,2012-05,142379.3422,NC
3044,2012-06,142302.9125,NC
3045,2012-07,142182.6658,NC
3046,2012-08,142220.6353,NC
3047,2012-09,142202.396,NC
3048,2012-10,142219.2795,NC
3049,2012-11,142210.0397,NC
3050,2012-12,142231.9483,NC
3051,2013-01,142271.631,NC
3052,2013-02,142435.2989,NC
3053,2013-03,142741.7513,NC
3054,2013-04,143018.3743,NC
3055,2013-05,143186.5258,NC
3056,2013-06,143218.481,NC
3057,2013-07,143520.1822,NC
3058,2013-08,143841.6566,NC
3059,2013-09,144086.945,NC
3060,2013-10,144387.9043,NC
3061,2013-11,144656.6422,NC
3062,2013-12,144981.3482,NC
3063,2014-01,145311.234,NC
3064,2014-02,145769.5647,NC
3065,2014-03,146117.915,NC
3066,2014-04,146489.6026,NC
3067,2014-05,146793.1373,NC
3068,2014-06,147033.8118,NC
3069,2014-07,147201.7412,NC
3070,2014-08,147263.0339,NC
3071,2014-09,147466.5893,NC
3072,2014-10,147701.7001,NC
3073,2014-11,148018.7797,NC
3074,2014-12,148315.1551,NC
3075,2015-01,148229.9462,NC
3076,2015-02,148618.4128,NC
3077,2015-03,148979.8171,NC
3078,2015-04,149489.1598,NC
3079,2015-05,149951.1138,NC
3080,2015-06,150336.4706,NC
3081,2015-07,150676.06,NC
3082,2015-08,151074.2312,NC
3083,2015-09,151396.4815,NC
3084,2015-10,151701.8135,NC
3085,2015-11,151999.6743,NC
3086,2015-12,152334.8774,NC
3087,2016-01,152498.5128,NC
3088,2016-02,152947.2755,NC
3089,2016-03,153315.065,NC
3090,2016-04,153943.7299,NC
3091,2016-05,154608.4815,NC
3092,2016-06,155266,NC
3093,2016-07,155847.6318,NC
3094,2016-08,156333.4994,NC
3095,2016-09,156891.1753,NC
3096,2016-10,157529.953,NC
3097,2016-11,158198.5667,NC
3098,2016-12,158844.0521,NC
3099,2017-01,159238.7668,NC
3100,2017-02,159893.512,NC
3101,2017-03,160637.3638,NC
3102,2017-04,161467.7592,NC
3103,2017-05,162068.7241,NC
3104,2017-06,162672.481,NC
3105,2017-07,163208.2671,NC
3106,2017-08,163742.8241,NC
3107,2017-09,164353.6038,NC
3108,2017-10,165074.8316,NC
3109,2017-11,165822.5835,NC
3110,2017-12,166672.0759,NC
3111,2018-01,167522.0899,NC
3112,2018-02,168524.757,NC
3113,2018-03,169433.1873,NC
3114,2018-04,170356.0835,NC
3115,2018-05,171152.1494,NC
3116,2018-06,171934.8418,NC
3117,2018-07,172659.5519,NC
3118,2018-08,173347.2506,NC
3119,2018-09,174005.0165,NC
3120,2018-10,174642.4785,NC
3121,2018-11,175336.738,NC
3122,2018-12,176052.9203,NC
3123,2019-01,176710.2291,NC
3124,2019-02,177382.1582,NC
3125,2019-03,178061.7089,NC
3126,2019-04,178867.9443,NC
3127,2019-05,179558.8646,NC
3128,2019-06,180196.5696,NC
3129,2019-07,180718.2228,NC
3130,2019-08,181213.5937,NC
3131,2019-09,181780.3937,NC
3132,2019-10,182356.6987,NC
3133,2019-11,182850.5114,NC
3134,2019-12,183261.2481,NC
3135,1996-04,81318.1875,IN
3136,1996-05,80480.35294,IN
3137,1996-06,79656.8,IN
3138,1996-07,79757.94545,IN
3139,1996-08,80044.25,IN
3140,1996-09,79615.07018,IN
3141,1996-10,79693.92982,IN
3142,1996-11,80881.79661,IN
3143,1996-12,82526.57377,IN
3144,1997-01,82900.65574,IN
3145,1997-02,83342.5082,IN
3146,1997-03,83687.2623,IN
3147,1997-04,83610.01408,IN
3148,1997-05,83358.42466,IN
3149,1997-06,84877.39241,IN
3150,1997-07,85155.38554,IN
3151,1997-08,86952.45977,IN
3152,1997-09,87132.02273,IN
3153,1997-10,87727.03371,IN
3154,1997-11,88073.57303,IN
3155,1997-12,88237.03371,IN
3156,1998-01,86369.48485,IN
3157,1998-02,86347.28431,IN
3158,1998-03,86351.21154,IN
3159,1998-04,86512.58772,IN
3160,1998-05,87021.23478,IN
3161,1998-06,87730.56897,IN
3162,1998-07,88180.37069,IN
3163,1998-08,88672.5,IN
3164,1998-09,89091.58621,IN
3165,1998-10,89521.52586,IN
3166,1998-11,89909.28448,IN
3167,1998-12,90261.36207,IN
3168,1999-01,90587.86207,IN
3169,1999-02,90796.92308,IN
3170,1999-03,91198.30508,IN
3171,1999-04,91189.91525,IN
3172,1999-05,91252.17797,IN
3173,1999-06,105712.5455,IN
3174,1999-07,107451.4247,IN
3175,1999-08,106475.8254,IN
3176,1999-09,108085.9808,IN
3177,1999-10,108394.1031,IN
3178,1999-11,108320.3733,IN
3179,1999-12,106844.4224,IN
3180,2000-01,106997.0641,IN
3181,2000-02,106721.4726,IN
3182,2000-03,107001.9156,IN
3183,2000-04,106907.1429,IN
3184,2000-05,106918.2395,IN
3185,2000-06,107092.6387,IN
3186,2000-07,106364.2129,IN
3187,2000-08,106806.7912,IN
3188,2000-09,107350.524,IN
3189,2000-10,107724.712,IN
3190,2000-11,109939.1818,IN
3191,2000-12,110496.4621,IN
3192,2001-01,111247.9145,IN
3193,2001-02,111568.8481,IN
3194,2001-03,111164.8095,IN
3195,2001-04,110954.927,IN
3196,2001-05,110837.6051,IN
3197,2001-06,111734.0035,IN
3198,2001-07,112993.0205,IN
3199,2001-08,113812.5033,IN
3200,2001-09,113885.3204,IN
3201,2001-10,114288.4628,IN
3202,2001-11,114602.3074,IN
3203,2001-12,114883.0583,IN
3204,2002-01,115053.8706,IN
3205,2002-02,114951.9161,IN
3206,2002-03,114859.8387,IN
3207,2002-04,114690.2452,IN
3208,2002-05,114742.7129,IN
3209,2002-06,114819.0871,IN
3210,2002-07,115049.9613,IN
3211,2002-08,115007.9199,IN
3212,2002-09,115244.9423,IN
3213,2002-10,115263.2325,IN
3214,2002-11,115650.6688,IN
3215,2002-12,116022.4268,IN
3216,2003-01,116329.9459,IN
3217,2003-02,116516.1465,IN
3218,2003-03,116141.5423,IN
3219,2003-04,116236.0063,IN
3220,2003-05,115886.741,IN
3221,2003-06,116262.8285,IN
3222,2003-07,116265.689,IN
3223,2003-08,115581.8034,IN
3224,2003-09,115986.5042,IN
3225,2003-10,116124.2667,IN
3226,2003-11,116410.0806,IN
3227,2003-12,116648.5235,IN
3228,2004-01,116694.9455,IN
3229,2004-02,116953.7766,IN
3230,2004-03,117255.7411,IN
3231,2004-04,117450.8311,IN
3232,2004-05,117715.7084,IN
3233,2004-06,118044.0245,IN
3234,2004-07,118305.0217,IN
3235,2004-08,118450.8591,IN
3236,2004-09,118400.4251,IN
3237,2004-10,118800.1395,IN
3238,2004-11,119116.7553,IN
3239,2004-12,119485.1842,IN
3240,2005-01,118471.4651,IN
3241,2005-02,115784.0977,IN
3242,2005-03,114296.8899,IN
3243,2005-04,113146.0624,IN
3244,2005-05,113201.2258,IN
3245,2005-06,113505.0017,IN
3246,2005-07,113817.6501,IN
3247,2005-08,113805.9198,IN
3248,2005-09,113822.8425,IN
3249,2005-10,114046.7273,IN
3250,2005-11,114205.9385,IN
3251,2005-12,114377.2751,IN
3252,2006-01,114485.2071,IN
3253,2006-02,114515.9176,IN
3254,2006-03,114441.2843,IN
3255,2006-04,114404.5719,IN
3256,2006-05,114366.6849,IN
3257,2006-06,114494.5595,IN
3258,2006-07,114916.2197,IN
3259,2006-08,115086.4968,IN
3260,2006-09,115402.3519,IN
3261,2006-10,115751.9427,IN
3262,2006-11,115989.0398,IN
3263,2006-12,116178.3933,IN
3264,2007-01,116252.8479,IN
3265,2007-02,116396.6688,IN
3266,2007-03,116430.9084,IN
3267,2007-04,115957.4268,IN
3268,2007-05,115822.9627,IN
3269,2007-06,115668.1198,IN
3270,2007-07,115211.3796,IN
3271,2007-08,114974.9985,IN
3272,2007-09,114905.6298,IN
3273,2007-10,115004.9601,IN
3274,2007-11,115147.0661,IN
3275,2007-12,115279.7377,IN
3276,2008-01,111552.6488,IN
3277,2008-02,111264.012,IN
3278,2008-03,111195.8098,IN
3279,2008-04,110935.613,IN
3280,2008-05,110676.2553,IN
3281,2008-06,110416.129,IN
3282,2008-07,110211.492,IN
3283,2008-08,109904.0665,IN
3284,2008-09,109623.2793,IN
3285,2008-10,109441.8457,IN
3286,2008-11,109286.7287,IN
3287,2008-12,109042.6689,IN
3288,2009-01,108605.3813,IN
3289,2009-02,108460.8986,IN
3290,2009-03,108380.9723,IN
3291,2009-04,108121.2345,IN
3292,2009-05,107821.3953,IN
3293,2009-06,107472.1462,IN
3294,2009-07,107003.8118,IN
3295,2009-08,106586.7132,IN
3296,2009-09,106150.1104,IN
3297,2009-10,105801.1126,IN
3298,2009-11,105593.233,IN
3299,2009-12,105479.3678,IN
3300,2010-01,105406.2341,IN
3301,2010-02,106224.8429,IN
3302,2010-03,106218.0156,IN
3303,2010-04,106251.6442,IN
3304,2010-05,106169.3026,IN
3305,2010-06,106099.8584,IN
3306,2010-07,105989.0494,IN
3307,2010-08,105732.6161,IN
3308,2010-09,105346.0298,IN
3309,2010-10,105030.1231,IN
3310,2010-11,104719.7474,IN
3311,2010-12,104410.6451,IN
3312,2011-01,104166.2487,IN
3313,2011-02,103802.9327,IN
3314,2011-03,103629.097,IN
3315,2011-04,103362.4644,IN
3316,2011-05,103147.1137,IN
3317,2011-06,102924.6421,IN
3318,2011-07,102833.7003,IN
3319,2011-08,102825.5123,IN
3320,2011-09,102847.2026,IN
3321,2011-10,102875.3652,IN
3322,2011-11,102848.9148,IN
3323,2011-12,102809.0929,IN
3324,2012-01,102608.6327,IN
3325,2012-02,102460.3089,IN
3326,2012-03,102464.1969,IN
3327,2012-04,102500.3021,IN
3328,2012-05,102612.7674,IN
3329,2012-06,102720.6864,IN
3330,2012-07,102771.3946,IN
3331,2012-08,102804.3805,IN
3332,2012-09,103051.1308,IN
3333,2012-10,103144.3692,IN
3334,2012-11,103168.8667,IN
3335,2012-12,103238.3,IN
3336,2013-01,103275.8756,IN
3337,2013-02,103444.5987,IN
3338,2013-03,103509.8195,IN
3339,2013-04,103697.9642,IN
3340,2013-05,103895.0601,IN
3341,2013-06,104151.4898,IN
3342,2013-07,104305.4599,IN
3343,2013-08,104556.7363,IN
3344,2013-09,104719.1885,IN
3345,2013-10,104831.5516,IN
3346,2013-11,105033.0548,IN
3347,2013-12,105189.8028,IN
3348,2014-01,105403.0064,IN
3349,2014-02,105583.0992,IN
3350,2014-03,105770.4962,IN
3351,2014-04,106072.6985,IN
3352,2014-05,106184.4886,IN
3353,2014-06,106419.596,IN
3354,2014-07,106750.5909,IN
3355,2014-08,107121.7702,IN
3356,2014-09,107486.6237,IN
3357,2014-10,107782.227,IN
3358,2014-11,108116.4023,IN
3359,2014-12,108417.8398,IN
3360,2015-01,108728.1145,IN
3361,2015-02,108950.6679,IN
3362,2015-03,109195.9409,IN
3363,2015-04,109546.9736,IN
3364,2015-05,109844.1623,IN
3365,2015-06,110156.722,IN
3366,2015-07,110323.034,IN
3367,2015-08,110505.0729,IN
3368,2015-09,110689.3869,IN
3369,2015-10,110842.2739,IN
3370,2015-11,111036.4033,IN
3371,2015-12,111249.3405,IN
3372,2016-01,111475.3915,IN
3373,2016-02,111761.8657,IN
3374,2016-03,112081.4166,IN
3375,2016-04,112487.468,IN
3376,2016-05,112936.6223,IN
3377,2016-06,113433.3526,IN
3378,2016-07,113902.5263,IN
3379,2016-08,114302.5514,IN
3380,2016-09,114523.5519,IN
3381,2016-10,114864.5607,IN
3382,2016-11,115203.6446,IN
3383,2016-12,115572.8135,IN
3384,2017-01,116756.5368,IN
3385,2017-02,117095.7519,IN
3386,2017-03,117651.9464,IN
3387,2017-04,118332.0985,IN
3388,2017-05,118862.5392,IN
3389,2017-06,119474.3885,IN
3390,2017-07,119914.3113,IN
3391,2017-08,120435.4994,IN
3392,2017-09,120839.6841,IN
3393,2017-10,121457.2264,IN
3394,2017-11,121969.4944,IN
3395,2017-12,122652.6845,IN
3396,2018-01,123277.082,IN
3397,2018-02,123980.1925,IN
3398,2018-03,124770.1752,IN
3399,2018-04,125717.6161,IN
3400,2018-05,126560.0832,IN
3401,2018-06,127409.6137,IN
3402,2018-07,128235.6298,IN
3403,2018-08,129023.2323,IN
3404,2018-09,129655.3006,IN
3405,2018-10,130024.1938,IN
3406,2018-11,130470.8298,IN
3407,2018-12,130962.113,IN
3408,2019-01,131675.3267,IN
3409,2019-02,132308.8447,IN
3410,2019-03,132981.3627,IN
3411,2019-04,133634.636,IN
3412,2019-05,134368.8112,IN
3413,2019-06,135015.959,IN
3414,2019-07,135585.8894,IN
3415,2019-08,136133.4484,IN
3416,2019-09,136751.0708,IN
3417,2019-10,137330.6845,IN
3418,2019-11,137727.8634,IN
3419,2019-12,138052.4671,IN
3420,1996-04,89938.52632,KS
3421,1996-05,90149.42105,KS
3422,1996-06,90572.63158,KS
3423,1996-07,90923.47368,KS
3424,1996-08,91361.84211,KS
3425,1996-09,91677.94737,KS
3426,1996-10,92009.36842,KS
3427,1996-11,92221.89474,KS
3428,1996-12,92338.57895,KS
3429,1997-01,92417.52632,KS
3430,1997-02,92728.26316,KS
3431,1997-03,119481.9767,KS
3432,1997-04,137845.0769,KS
3433,1997-05,138422.3462,KS
3434,1997-06,138954.3654,KS
3435,1997-07,140050.3462,KS
3436,1997-08,141002.5962,KS
3437,1997-09,141948.9423,KS
3438,1997-10,142600.8462,KS
3439,1997-11,143162.0577,KS
3440,1997-12,143792.25,KS
3441,1998-01,144254.1346,KS
3442,1998-02,144644.4808,KS
3443,1998-03,145036.3462,KS
3444,1998-04,129300.4565,KS
3445,1998-05,129167.866,KS
3446,1998-06,129534.6289,KS
3447,1998-07,129954.6907,KS
3448,1998-08,130441.2887,KS
3449,1998-09,130900.4845,KS
3450,1998-10,131430.2268,KS
3451,1998-11,132156.1546,KS
3452,1998-12,132745.1649,KS
3453,1999-01,133159.3814,KS
3454,1999-02,133649.8144,KS
3455,1999-03,133383.1176,KS
3456,1999-04,133931.2427,KS
3457,1999-05,134449.4466,KS
3458,1999-06,135003.1942,KS
3459,1999-07,135049.9808,KS
3460,1999-08,135626.1442,KS
3461,1999-09,136156.4231,KS
3462,1999-10,136748.1538,KS
3463,1999-11,137300.5096,KS
3464,1999-12,137972.9231,KS
3465,2000-01,138755.4808,KS
3466,2000-02,139319.9038,KS
3467,2000-03,139852.5962,KS
3468,2000-04,140124,KS
3469,2000-05,140527.7115,KS
3470,2000-06,140913.4038,KS
3471,2000-07,141320.9231,KS
3472,2000-08,141746.9083,KS
3473,2000-09,142182.5596,KS
3474,2000-10,142331.7182,KS
3475,2000-11,139574.9153,KS
3476,2000-12,140237.7881,KS
3477,2001-01,140598.9916,KS
3478,2001-02,141380.9832,KS
3479,2001-03,142039.3277,KS
3480,2001-04,142217.2,KS
3481,2001-05,142560.4,KS
3482,2001-06,141260.568,KS
3483,2001-07,141841,KS
3484,2001-08,142388.784,KS
3485,2001-09,142824.808,KS
3486,2001-10,143308.432,KS
3487,2001-11,143765.832,KS
3488,2001-12,144322.28,KS
3489,2002-01,144839.344,KS
3490,2002-02,145354.632,KS
3491,2002-03,145685.976,KS
3492,2002-04,145973.016,KS
3493,2002-05,145747.144,KS
3494,2002-06,145748.296,KS
3495,2002-07,145717.248,KS
3496,2002-08,142206.3556,KS
3497,2002-09,141716.1985,KS
3498,2002-10,141720.5441,KS
3499,2002-11,142446.2353,KS
3500,2002-12,143136.7794,KS
3501,2003-01,143925.0294,KS
3502,2003-02,144370.9191,KS
3503,2003-03,144330.4779,KS
3504,2003-04,143768.3382,KS
3505,2003-05,143416.5147,KS
3506,2003-06,143575.9853,KS
3507,2003-07,144353.4632,KS
3508,2003-08,144999.7132,KS
3509,2003-09,145774.8088,KS
3510,2003-10,146415.6691,KS
3511,2003-11,146824.5735,KS
3512,2003-12,147200.8309,KS
3513,2004-01,147509.1765,KS
3514,2004-02,147959.2059,KS
3515,2004-03,148936.6154,KS
3516,2004-04,149618.5175,KS
3517,2004-05,150106.6434,KS
3518,2004-06,150558.5734,KS
3519,2004-07,150885.6364,KS
3520,2004-08,150249.1096,KS
3521,2004-09,150761.4863,KS
3522,2004-10,151300.5753,KS
3523,2004-11,151826.3014,KS
3524,2004-12,151512.2848,KS
3525,2005-01,152246.4503,KS
3526,2005-02,148063.795,KS
3527,2005-03,146490.1687,KS
3528,2005-04,145064.7052,KS
3529,2005-05,142661.4862,KS
3530,2005-06,140785.0214,KS
3531,2005-07,141352.0963,KS
3532,2005-08,142129.8404,KS
3533,2005-09,140994.9845,KS
3534,2005-10,141045.3093,KS
3535,2005-11,141329.1392,KS
3536,2005-12,141463.0619,KS
3537,2006-01,141712.7165,KS
3538,2006-02,142003.3247,KS
3539,2006-03,142255.5876,KS
3540,2006-04,139121.2573,KS
3541,2006-05,138138.0766,KS
3542,2006-06,137873.6095,KS
3543,2006-07,136383.8018,KS
3544,2006-08,136429.5205,KS
3545,2006-09,136914.4795,KS
3546,2006-10,137390.0868,KS
3547,2006-11,136543.8482,KS
3548,2006-12,137066.5045,KS
3549,2007-01,137115.1504,KS
3550,2007-02,137106.4185,KS
3551,2007-03,136923.5175,KS
3552,2007-04,137183.1579,KS
3553,2007-05,136476.9353,KS
3554,2007-06,133797.2798,KS
3555,2007-07,133242.0488,KS
3556,2007-08,133349.0283,KS
3557,2007-09,133491.2834,KS
3558,2007-10,133110.0241,KS
3559,2007-11,131731.082,KS
3560,2007-12,131765.2412,KS
3561,2008-01,120780.3739,KS
3562,2008-02,120867.0406,KS
3563,2008-03,120718.7184,KS
3564,2008-04,120678.1121,KS
3565,2008-05,120595.3209,KS
3566,2008-06,120577.7822,KS
3567,2008-07,120368.7371,KS
3568,2008-08,120204.0912,KS
3569,2008-09,120166.7094,KS
3570,2008-10,120225.4217,KS
3571,2008-11,119792.4318,KS
3572,2008-12,119630.1733,KS
3573,2009-01,119272.1977,KS
3574,2009-02,119009.2676,KS
3575,2009-03,118699.9944,KS
3576,2009-04,118734.6779,KS
3577,2009-05,118710.4986,KS
3578,2009-06,118629.2409,KS
3579,2009-07,118532.6106,KS
3580,2009-08,118505.2941,KS
3581,2009-09,118505.2213,KS
3582,2009-10,118338.2325,KS
3583,2009-11,118379.4028,KS
3584,2009-12,118149.9751,KS
3585,2010-01,117977.1209,KS
3586,2010-02,116880.0351,KS
3587,2010-03,116853.3622,KS
3588,2010-04,116833.0892,KS
3589,2010-05,116937.6838,KS
3590,2010-06,116963.173,KS
3591,2010-07,116895.8432,KS
3592,2010-08,116629.7405,KS
3593,2010-09,116360.2595,KS
3594,2010-10,115966.7655,KS
3595,2010-11,115754.0889,KS
3596,2010-12,115438.5175,KS
3597,2011-01,114852.0214,KS
3598,2011-02,114597.2513,KS
3599,2011-03,114417.6613,KS
3600,2011-04,114109.144,KS
3601,2011-05,114025.1227,KS
3602,2011-06,113999.368,KS
3603,2011-07,114056.6213,KS
3604,2011-08,114002.9013,KS
3605,2011-09,114004.72,KS
3606,2011-10,113878.256,KS
3607,2011-11,113707.7067,KS
3608,2011-12,113479.472,KS
3609,2012-01,113147.1406,KS
3610,2012-02,113239.6154,KS
3611,2012-03,113462.8302,KS
3612,2012-04,113467.2381,KS
3613,2012-05,113473.6852,KS
3614,2012-06,113510.7778,KS
3615,2012-07,113491.1032,KS
3616,2012-08,113551.1667,KS
3617,2012-09,113509.2249,KS
